block_index,spearman_rho,permutation_p,n,null_mean,null_std,perm_count
1,-0.36751181622491413,0.2442,12,0.006391878588342547,0.30298472451381325,5000
2,0.08481041912882634,0.8096,12,9.046444707074812e-05,0.30124628211069177,5000
3,0.01413506985480439,0.9834,12,0.0010573032251393675,0.29921602691239446,5000
4,0.07067534927402196,0.8408,12,-0.001040341141313604,0.2982425321780916,5000
