block_index,spearman_rho,permutation_p,n,null_mean,null_std,perm_count
1,-0.6,0.2428,6,-0.0055428571428571445,0.4516375321075113,5000
2,0.028571428571428574,1.0,6,0.006617142857142858,0.4495853522198119,5000
3,-0.6,0.2362,6,0.0020114285714285716,0.4457683518856595,5000
4,0.7714285714285715,0.1018,6,-0.004697142857142859,0.44490051411661075,5000
