device,N,depth,success_prob
ring_N16,16,5,0.68427734375
ring_N16,16,10,0.460400390625
ring_N16,16,15,0.293310546875
ring_N16,16,20,0.191552734375
ring_N20,20,5,0.618896484375
ring_N20,20,10,0.370849609375
ring_N20,20,15,0.21650390625
ring_N20,20,20,0.130615234375
grid_N16,16,5,0.685400390625
grid_N16,16,10,0.447265625
grid_N16,16,15,0.284423828125
grid_N16,16,20,0.18642578125
grid_N16,16,5,0.68056640625
grid_N16,16,10,0.456591796875
grid_N16,16,15,0.3025390625
