device,subset_id,qubits,N,lambda2,C,edges_count,avg_degree,diameter,depths,shots,alpha,alpha_err,epc,epc_err,success_probs,task_ids,timestamp,status
Ankaa-3,0,"(0, 7, 8, 14, 15, 16, 17, 21, 22, 23, 28, 29, 35)",13,0.19014342355864666,2.4718645062624067,16,2.4615384615384617,6,"[5, 10, 20, 30]",500,0.9999990975179728,5800117.725857412,9.024820272207634e-07,5800117.725857412,"[0.694, 0.706, 0.732, 0.708]",,2025-12-18T15:53:22.767191,ok
Ankaa-3,1,"(56, 57, 63, 64, 65, 70, 71, 72, 73, 77, 78, 79, 80)",13,0.17882978933854582,2.3247872614010956,18,2.769230769230769,6,"[5, 10, 20, 30]",500,4.131590371231689e-05,0.0,0.9999586840962876,0.0,"[0.362, 0.398, 0.366, 0.356]",,2025-12-18T15:53:33.895653,ok
Ankaa-3,2,"(14, 15, 21, 22, 23, 28, 29, 30, 31, 35, 36, 37, 43)",13,0.21258551257499708,2.763611663474962,17,2.6153846153846154,5,"[5, 10, 20, 30]",500,0.31752328528598256,149.6944106930838,0.6824767147140174,149.6944106930838,"[0.756, 0.74, 0.75, 0.768]",,2025-12-18T15:53:45.421640,ok
Ankaa-3,3,"(5, 6, 11, 12, 13, 17, 18, 19, 20, 25, 26, 27, 33)",13,0.212585512574997,2.763611663474961,17,2.6153846153846154,5,"[5, 10, 20, 30]",500,0.9999988705382309,5682639.420716874,1.1294617691115505e-06,5682639.420716874,"[0.808, 0.838, 0.822, 0.834]",,2025-12-18T15:53:56.078444,ok
Ankaa-3,4,"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 16, 17)",13,0.13988899823120743,1.8185569770056966,16,2.4615384615384617,6,"[5, 10, 20, 30]",500,0.929392198652877,0.002049385291596091,0.07060780134712297,0.002049385291596091,"[0.722, 0.708, 0.692, 0.684]",,2025-12-18T15:54:07.687837,ok
Ankaa-3,5,"(60, 61, 66, 67, 68, 69, 72, 73, 74, 75, 76, 80, 81)",13,0.1234627873160545,1.6050162351087085,16,2.4615384615384617,5,"[5, 10, 20, 30]",500,0.721587954525079,0.849557032570637,0.27841204547492104,0.849557032570637,"[0.344, 0.332, 0.316, 0.338]",,2025-12-18T15:54:18.164989,ok
Ankaa-3,6,"(3, 4, 5, 6, 10, 11, 12, 13, 18, 19, 20, 26, 27)",13,0.17882978933854532,2.324787261401089,18,2.769230769230769,6,"[5, 10, 20, 30]",500,0.7415636117041721,0.6632509445908019,0.25843638829582793,0.6632509445908019,"[0.83, 0.812, 0.788, 0.818]",,2025-12-18T15:54:27.441556,ok
Ankaa-3,7,"(32, 37, 38, 39, 40, 44, 45, 46, 47, 52, 53, 54, 60)",13,0.2289426742855165,2.9762547657117144,17,2.6153846153846154,5,"[5, 10, 20, 30]",500,0.0009721411093619042,0.0,0.999027858890638,0.0,"[0.502, 0.514, 0.518, 0.526]",,2025-12-18T15:54:37.877939,ok
Ankaa-3,8,"(58, 59, 65, 66, 67, 71, 72, 73, 74, 75, 79, 80, 81)",13,0.15689308414138778,2.039610093838041,16,2.4615384615384617,5,"[5, 10, 20, 30]",500,0.5050984518542206,3.9451885785192045,0.49490154814577936,3.9451885785192045,"[0.532, 0.474, 0.522, 0.496]",,2025-12-18T15:54:49.133593,ok
Ankaa-3,9,"(6, 12, 13, 18, 19, 20, 24, 25, 26, 27, 32, 33, 40)",13,0.1576267329924564,2.049147528901933,16,2.4615384615384617,6,"[5, 10, 20, 30]",500,0.5045280642878858,2.6368292972542893,0.49547193571211423,2.6368292972542893,"[0.882, 0.83, 0.858, 0.856]",,2025-12-18T15:54:58.009034,ok
Ankaa-3,10,"(25, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 53)",13,0.29289321881345237,3.8076118445748808,16,2.4615384615384617,4,"[5, 10, 20, 30]",500,0.9999910562738605,4499566.959947213,8.943726139465369e-06,4499566.959947213,"[0.77, 0.766, 0.798, 0.762]",,2025-12-18T15:55:09.174485,ok
Ankaa-3,11,"(33, 39, 40, 41, 45, 46, 47, 53, 54, 55, 61, 62, 68)",13,0.12175458537487248,1.5828096098733422,15,2.3076923076923075,5,"[5, 10, 20, 30]",500,0.001061037799527799,0.0,0.9989389622004722,0.0,"[0.662, 0.64, 0.662, 0.692]",,2025-12-18T15:55:20.328480,ok
Ankaa-3,12,"(2, 8, 9, 10, 14, 15, 16, 17, 18, 22, 23, 24, 30)",13,0.2928932188134521,3.8076118445748772,16,2.4615384615384617,4,"[5, 10, 20, 30]",500,0.5049872812038093,2.58814241073702,0.4950127187961907,2.58814241073702,"[0.74, 0.706, 0.692, 0.724]",,2025-12-18T15:55:30.040588,ok
Ankaa-3,13,"(54, 59, 60, 61, 62, 67, 68, 69, 73, 74, 75, 76, 81)",13,0.21972176005827512,2.8563828807575766,16,2.4615384615384617,5,"[5, 10, 20, 30]",500,0.9948888338232178,0.1739482506213523,0.0051111661767822,0.1739482506213523,"[0.348, 0.352, 0.344, 0.304]",,2025-12-18T15:55:41.566587,ok
Ankaa-3,14,"(0, 1, 2, 3, 7, 8, 9, 14, 15, 16, 21, 22, 28)",13,0.17202429660580848,2.2363158558755103,17,2.6153846153846154,7,"[5, 10, 20, 30]",500,0.9979261748727557,0.15610063884350037,0.0020738251272443,0.15610063884350037,"[0.698, 0.71, 0.68, 0.67]",,2025-12-18T15:55:52.270393,ok
